date,url,headline,author ,source,potential_reach,keywords
7/31/2020,https://www.thecut.com/2020/07/sale-supergoop-madewell-anker-casper-wild-one.html,18 Things On Sale You’ll Actually Want to Buy — From Our Two-Day (Actually Good) Sale,The Editors,The Cut,7407484,SkinCeuticals
7/30/2020,https://www.oprahmag.com/beauty/skin-makeup/g33435288/at-home-microdermabrasion-kits/,10 Best At-Home Microdermabrasion Kits and Products That Really Work,Brigitt Earley,The Oprah Magazine,5918697,SkinCeuticals
7/29/2020,https://www.oprahmag.com/beauty/skin-makeup/g33447208/best-face-exfoliator/,"20 Best Face Exfoliators for All Skin Types, According to Dermatologists",Brigitt Earley,The Oprah Magazine,5918697,SkinCeuticals
7/28/2020,https://www.thecut.com/article/outer-banks-madelyn-cline-cystic-acne-skin-care-routine.html,How This Outer Banks Actress Gets Her Skin So Good,Daise Bedolla,The Cut,7407484,SkinCeuticals
7/27/2020,https://wwd.com/shop/shop-beauty/best-skin-care-products-1203676291/,The Best Skin Care Products of 2020,Celia Shatzman,WWD,796600,SkinCeuticals
7/24/2020,https://www.thecut.com/2020/07/dermstore-sunscreens-sun-care-campaign.html,Applying Sunscreen Has Never Looked Less Annoying,Erica Smith,The Cut,7407484,SkinCeuticals
7/22/2020,https://www.byrdie.com/how-to-apply-liquid-lipstick-5071051,How to Apply Smudge-Free Liquid Lipstick So it Lasts All Day,,Byrdie (USA),9165431,SkinCeuticals
7/16/2020,https://people.com/style/maskne-acne-under-face-mask-explained/,'Maskne' Is a Thing: Why Are You Breaking Out Under Your Face Mask and What Can You Do About It?,,People.com,28387790,SkinCeuticals
7/16/2020,https://www.popsugar.com/beauty/best-skinceuticals-products-47618907,12 SkinCeuticals Products That Should Be on Your Radar If You're a Skin-Care Lover,India Yaffe,Popsugar,12677978,SkinCeuticals
7/16/2020,https://www.allure.com/gallery/michelles-most-wanted-eye-makeup-skin-care-products,The 8 Beauty Products Allure’s Editor in Chief Michelle Lee's Eyes Aren't Complete Without,,Allure Magazine,8120066,SkinCeuticals
7/15/2020,https://www.popsugar.com/beauty/skinceuticals-age-eye-complex-review-47616163,"Of All the Eye Creams I've Used, This Is the Only One That's Shown Me Real Results",Krista Jones,Popsugar,12677978,SkinCeuticals
7/12/2020,https://coveteur.com/2020/07/12/shereene-idriss-spa-routine/,Sunday Spa Routine with Dr. Shereene Idriss,Halle Lagatta,The Coveteur,173360,SkinCeuticals
7/2/2020,https://coveteur.com/2020/07/02/antioxidants-skin-benefits/,Here’s Why You Need Antioxidants in Your Summer Skin-Care Routine,Isabella Sarlija,The Coveteur,173360,SkinCeuticals
6/29/2020,https://www.refinery29.com/en-us/2020/06/9888468/quarantine-skin-care-dermatologist-routines,5 Dermatologists Share Their Quarantine Skin-Care Routines,Caitlin Kenny,Refinery29,16092686,"SkinCeuticals, Skinbetter Science"
6/27/2020,https://stylecaster.com/beauty/best-lip-injection-alternatives/,"Lip Products That Are *Almost* as Good as Injections, According to The Pros",Mia Maguire,StyleCaster,4765730,SkinCeuticals
6/23/2020,https://www.instyle.com/beauty/skin/lucy-hale-kate-somerville-dermal-quench-treatment,Lucy Hale's 25-Step Beauty Routine Includes This Powerful Anti-Aging Serum,Maya Gandara,InStyle,4109335,SkinCeuticals
6/22/2020,https://coveteur.com/2020/06/22/blue-light-skin-damage/,How All This Extra Blue Light Is Damaging Our Skin,Bibi Deitz,The Coveteur,173360,"SkinCeuticals, Skinbetter Science"
6/21/2020,https://coveteur.com/2020/06/21/skin-picking-treatment-tips/,"If Skin Picking Is Especially Hard to Manage Right Now, You’re Not Alone",Jacqueline DeMarco,The Coveteur,173360,SkinCeuticals
6/20/2020,https://www.byrdie.com/nighttime-routines-of-beautiful-women,The Nighttime Beauty Rituals of the World's Most Beautiful Women,,Byrdie (USA),9165431,SkinCeuticals
6/16/2020,https://www.byrdie.com/skinceuticals-hyaluronic-acid-intensifier-serum-review-4845568,I Tried This Innovative Hyaluronic Acid Serum and the Glow Is Real,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/hyperpigmentation-latin-skin,Latin Skin Is More Susceptible to Hyperpigmentation—Here’s What to Do,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/skinceuticals-ce-ferulic-alternatives,5 CE Ferulic Acid Serums Under $90,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/drugstore-anti-aging-cream,I Swapped My Expensive Skincare for Drugstore Products and Didn't Hate It,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/how-to-fade-brown-spots-best-products-2014,Expert Advice on How To Fade Brown Spots,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/best-retinol-for-your-skin-type,What Strength of Retinol Do You Need?,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/do-i-need-foundation,Why I'm Over Foundation (and What I Use Instead),,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/chemical-peels-for-acne-scars,These Chemical Peels for Acne Scars Are Dermatologist-Approved,,Byrdie (USA),9165431,"SkinCeuticals, Skinbetter Science"
6/15/2020,https://www.byrdie.com/gifts-for-girls-who-dont-wear-makeup,8 Gifts for the Girl Who Doesn't Wear Makeup,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/post-inflammatory-hyperpigmentation-treatment,The Post-Inflammatory Hyperpigmentation Treatments You Need,,Byrdie (USA),9165431,SkinCeuticals
6/15/2020,https://www.byrdie.com/best-spas-in-chicago,These Are the Best Spas in Chicago,,Byrdie (USA),9165431,SkinCeuticals
6/14/2020,https://www.wellandgood.com/good-looks/multi-moisturizing-for-skin/,Is Multi-Moisturizing the New Multi-Masking? All Signs Point to Yes,"Shani Hillian ‧ June 14, 2020",Well+Good,3323186,SkinCeuticals
6/8/2020,https://www.harpersbazaar.com/beauty/makeup/a32802585/kylie-cosmetics-discloses-black-employees/,Kylie Cosmetics Discloses That 13 Percent of Its Team Is Made Up of Black Employees,Chelsey Sanchez,Harper's Bazaar,12524056,SkinCeuticals
6/4/2020,https://www.shape.com/lifestyle/beauty-style/skin-during-quarantine,What's Going On with Your Skin During Quarantine?,Sara Spruch-Feiner,Shape Magazine,6579642,SkinCeuticals
6/1/2020,https://www.byrdie.com/dr-barbara-sturm-hyaluronic-serum-review-4845072,Is This $300 Hyaluronic Serum Worth the Price? We Tested It to Find Out,,Byrdie (USA),9165431,SkinCeuticals
5/29/2020,https://coveteur.com/2020/05/29/lightweight-complexion-makeup/,Our Favorite Sheer Complexion Products for Breathable Summer Skin,Hannah Baxter,The Coveteur,173360,SkinCeuticals
5/28/2020,https://www.self.com/gallery/best-sunscreen-for-face,"22 Best Sunscreens for Your Face, According to Dermatologists",By Sarah Jacoby and Jessica Cruel,Self.com,6717791,SkinCeuticals
5/28/2020,https://people.com/beauty/best-moisturizers-dry-skin/,"10 Must-Have Moisturizers for Dry Skin, According to Reviews",bridget degnan,People.com,27192000,SkinCeuticals
5/28/2020,https://www.wellandgood.com/good-looks/best-sunscreens-by-type/,"42 of the editor-tested, absolute best sunscreens for summer—no matter which texture you prefer","by Rachel Lapidos, May 28, 2020",Well+Good,3323186,"SkinCeuticals, ZO Skin Health"
5/27/2020,https://www.shape.com/lifestyle/beauty-style/vitamin-e-for-skin,Here's Why Should You Consider Using Vitamin E for Your Skin,Melanie Rud,Shape Magazine,6579642,"SkinCeuticals, Skinbetter Science"
5/26/2020,https://www.thecut.com/article/dermatologist-dr-dendy-engelman-favorite-beauty-products.html,The 20 Beauty Products Dr. Dendy Engelman Uses to the Last Drop,Daise Bedolla,The Cut,7787267,SkinCeuticals
5/22/2020,https://www.refinery29.com/en-us/2020/05/9823060/augustinus-bader-the-cream-review,How Augustinus Bader Became A Cult Skin-Care Brand Overnight,Rachel Krause,Refinery29,16092686,SkinCeuticals
5/20/2020,https://www.realsimple.com/beauty-fashion/skincare/skinceuticals-triple-lipid-restore-anti-aging-cream,Shoppers of All Ages Love This Anti-Aging Cream,Christie Calucchia,Real Simple,7222980,SkinCeuticals
5/20/2020,https://www.byrdie.com/how-to-stop-biting-lips-4845649,"How to Stop Biting Your Lips, According to Dermatologists",,Byrdie (USA),9165431,SkinCeuticals
5/19/2020,https://www.wellandgood.com/good-looks/how-to-make-botox-last-longer/,"How to make your Botox last longer, according to dermatologists","by Rachel Lapidos, May 19, 2020",Well+Good,3323186,"SkinCeuticals, Revision Skincare"
5/19/2020,https://www.instyle.com/beauty/skin/face-masks-for-acne,These 10 Face Masks Help Clear Breakouts Faster ,Erin Lukas,InStyle,3349732,SkinCeuticals
5/19/2020,https://www.byrdie.com/skinceuticals-c-e-ferulic-review-4844949,"Editors Everywhere Are Obsessed With This Vitamin C Serum, So I Tried It",,Byrdie (USA),9165431,SkinCeuticals
5/18/2020,https://www.byrdie.com/niacinamide-and-vitamin-c-4845348,Can You Use Niacinamide and Vitamin C at the Same Time? We Asked Derms,,Byrdie (USA),9165431,SkinCeuticals
5/18/2020,https://coveteur.com/2020/05/18/hyaluronic-acid-hydrating-alternative/,Hyaluronic Acid Might Not Be the Most Hydrating Skin-Care Ingredient After All,Hannah Baxter,The Coveteur,173360,SkinCeuticals
5/18/2020,https://www.harpersbazaar.com/beauty/skin-care/a32463470/madelyn-cline-skin-care-routine/,Watch Madelyn Cline's Skin Care Routine,Chelsey Sanchez,Harper's Bazaar,12524056,SkinCeuticals
5/14/2020,https://www.realsimple.com/beauty-fashion/makeup/makeup-with-face-mask,How to Do Your Makeup If You'll Be Wearing a Face Mask,Hana Hong,Real Simple,7222980,SkinCeuticals
5/12/2020,https://people.com/beauty/hannah-brown-skincare-routine-skinceuticals-hydrating-gel/,Hannah Brown’s $300 Skincare Routine Includes This Cult-Favorite Anti-Aging Gel,eva thomas,People.com,27192000,SkinCeuticals
5/11/2020,https://www.byrdie.com/madelyn-cline-quarantine-diaries-4844569,Quarantine Diaries: Madelyn Cline on Her 'The Sims' Obsession and $7 Skincare Holy-Grail,,Byrdie (USA),9165431,SkinCeuticals
5/11/2020,https://www.byrdie.com/madelyne-cline-quarantine-diaries-4844569,Quarantine Diaries: Madelyne Cline on Her 'The Sims' Obsession and $7 Skincare Holy-Grail,,Byrdie (USA),9165431,SkinCeuticals
5/9/2020,https://coveteur.com/2020/05/09/ingestible-topical-vitamins/,This Is Your Skin on Vitamins,Isabella Sarlija,The Coveteur,173360,SkinCeuticals
5/8/2020,https://www.wellandgood.com/good-looks/chemical-peel-treatment/,"Every single type of chemical peel, ranked from most to least intense","by Kate Foster, May 8, 2020",Well+Good,3323186,SkinCeuticals
5/7/2020,https://www.wellandgood.com/good-looks/how-to-avoid-a-face-mask-tan/,5 of the best face sunscreens to help you avoid a wonky-looking mask tan,"by Zoe Weiner, May 7, 2020",Well+Good,3323186,SkinCeuticals
5/1/2020,https://www.allure.com/gallery/best-mothers-day-gifts-ideas,The Best Mother’s Day Gift Ideas That Aren’t Flowers,,Allure Magazine,7809330,SkinCeuticals
4/29/2020,https://www.wellandgood.com/good-looks/what-happens-when-you-dont-moisturize-face/,This is *exactly* what happens to your skin when you stop moisturizing,"by Rachel Lapidos, April 29, 2020",Well+Good,3170065,SkinCeuticals
4/27/2020,https://www.harpersbazaar.com/beauty/skin-care/a32253446/blue-light-skin-damage/,Staring at Your Phone Could Be Messing With Your Skin,Katie Intner,Harper's Bazaar,13125852,SkinCeuticals
4/24/2020,https://stylecaster.com/beauty/at-home-acne-treatment/,20 At-Home Acne Treatments for Breakouts That Won’t Go Away,Nikki Brown,StyleCaster,5129583,SkinCeuticals
4/20/2020,https://www.shape.com/lifestyle/beauty-style/halle-berry-diy-face-mask,Halle Berry Shared One of Her Favorite DIY Face Mask Recipes,Renee Cherry,Shape Magazine,5302889,SkinCeuticals
4/20/2020,https://www.instyle.com/beauty/christina-hendricks-red-hair-skincare,You'll Never Guess How Christina Hendricks Gets Her Red Hair,Alison Syrett Cleary,InStyle,3349732,SkinCeuticals
4/16/2020,https://stylecaster.com/beauty/how-to-make-botox-last-longer/,8 Top Doctors Explain How To Prolong Botox & Filler At Home,Alana Peden,StyleCaster,5129583,"SkinCeuticals, Skinbetter Science, Revision Skincare"
4/16/2020,https://www.harpersbazaar.com/beauty/skin-care/g32173292/best-dermstore-products/,The Skincare Products Our Editors Are Shopping Right Now,Jenna Rosenstein,Harper's Bazaar,13125852,SkinCeuticals
4/16/2020,https://www.harpersbazaar.com/beauty/skin-care/a32160754/camila-mcconaughey-skin-care-routine/,Watch Camila McConaughey Share Her Nightly Skin Care Routine,Chelsey Sanchez,Harper's Bazaar,13125852,SkinCeuticals
4/15/2020,https://stylecaster.com/beauty/best-exfoliating-toner/,14 Exfoliating Toners for Giving Your Skin a Fresh Start,Nikki Brown,StyleCaster,5129583,SkinCeuticals
4/15/2020,https://www.harpersbazaar.com/beauty/skin-care/g32159690/best-stores-to-buy-skincare-online/,The Best Sites to Shop For Skincare Right Now,Jenna Rosenstein,Harper's Bazaar,13125852,SkinCeuticals
4/14/2020,https://www.wellandgood.com/good-looks/esthetician-oily-skin-routine/,"I’m an esthetician with oily skin, and this is exactly what I do to my skin","by Zoe Weiner, April 14, 2020",Well+Good,3170065,SkinCeuticals
4/14/2020,https://www.thecut.com/article/maybelline-sarah-mendelsohn-eczema-skin-care-routine.html,How Maybelline’s Social Media Manager Gets Her Skin So Good,Daise Bedolla,The Cut,6329853,SkinCeuticals
4/13/2020,https://coveteur.com/2020/04/13/clarifying-face-masks/,12 Face Masks to Give Your Pores a Spring Cleaning,Isabella Sarlija,The Coveteur,383813,SkinCeuticals
4/12/2020,https://www.refinery29.com/en-us/lawyer-new-york-ny-salary-money-diary,"A Week In New York, NY, On A $89,000 Salary",Refinery29,Refinery29,15155753,SkinCeuticals
4/9/2020,https://www.popsugar.com/beauty/breakouts-dry-skin-during-self-isolation-47380372,6 Dermatologists and Skin Experts Explain Why Your Breakouts Are Out of Control Right Now,Tori Crowther,Popsugar,11425347,SkinCeuticals
4/8/2020,https://www.shape.com/lifestyle/beauty-style/rosie-huntington-whiteley-non-comedogenic-skin-care,Rosie Huntington-Whiteley Swears By These Non-Comedogenic Products to Prevent Acne,Renee Cherry,Shape Magazine,5302889,"SkinCeuticals, ZO Skin Health"
4/7/2020,https://www.refinery29.com/en-us/2020/04/9663817/do-you-need-skin-care-inside-indoors,Is Skin Care Still Necessary If You’re Almost Always Indoors?,Rhea Cartwright,Refinery29,15155753,SkinCeuticals
4/7/2020,https://coveteur.com/2020/04/07/danielle-guizio-deskside/,Working from Home with Danielle Guizio,Olivia Kenney,The Coveteur,383813,SkinCeuticals
4/6/2020,https://www.refinery29.com/en-us/feel-good-diary-coronavirus-anxiety-self-care,What I Spent On Self-Care During The Coronavirus Pandemic,Refinery29,Refinery29,15155753,SkinCeuticals
4/6/2020,https://www.oprahmag.com/beauty/skin-makeup/g32009018/best-moisturizer-for-oily-skin/,15 Best Moisturizers for Oily and Acne-Prone Skin,Brigitt Earley,The Oprah Magazine,5462609,SkinCeuticals
4/6/2020,https://www.oprahmag.com/beauty/skin-makeup/g32012895/best-collagen-serum/,15 Best Collagen Serums That Hydrate and Firm Skin,Brigitt Earley,The Oprah Magazine,5462609,SkinCeuticals
4/3/2020,https://www.thecut.com/2020/04/shen-beauty-founder-shares-her-favorite-face-oils.html,The Owner of Shen Beauty Thinks Red Lipstick Sales Are About to Go Up,Jane Larkworthy,The Cut,6329853,SkinCeuticals
4/2/2020,https://www.allure.com/story/how-to-give-yourself-facial,"How Give Yourself a Spa-Level Facial at Home, According to Experts",,Allure Magazine,7809330,SkinCeuticals
4/2/2020,https://www.self.com/story/blue-light-skin,Here’s What Sitting in Front of a Screen All Day Is Doing to Your Skin,By Sarah Jacoby,Self.com,6211187,SkinCeuticals
4/1/2020,https://www.refinery29.com/en-us/2020/04/9636988/ashley-graham-revlon-makeup-collection-interview,Ashley Graham On The Power Of Wearing Makeup In Isolation,Megan Decker,Refinery29,15155753,SkinCeuticals
3/30/2020,https://www.popsugar.com/beauty/charlotte-tilbury-magic-cream-moisturizer-review-47353522,"I Started Using Charlotte Tilbury's Magic Cream Moisturizer, and the Glow-Up Is Real",Laura Lajiness,Popsugar,11425347,SkinCeuticals
3/27/2020,https://www.byrdie.com/emma-louise-connolly-interview,This Brit Model Shares Her Complete Health and Fitness Routine,,Byrdie (USA),9971070,SkinCeuticals
3/27/2020,https://www.byrdie.com/vitamins-for-skin,The Secret to Great Skin? Taking the Alphabet Approach,,Byrdie (USA),9971070,SkinCeuticals
3/26/2020,https://www.byrdie.com/celebrity-fair-skin-products,7 Makeup Tips Fair-Skinned Celebs Swear By,,Byrdie (USA),9971070,SkinCeuticals
3/26/2020,https://www.self.com/story/perfect-daily-skin-care-routine,Here’s How to Create the Perfect Daily Skin-Care Routine,By Sarah Jacoby,Self.com,6211187,SkinCeuticals
3/25/2020,https://www.wellandgood.com/good-looks/daily-skin-care-routine-at-home/,How to tweak your skin-care routine now that you’re spending more time at home,"by Zoe Weiner, March 25, 2020",Well+Good,3757051,SkinCeuticals
3/24/2020,https://www.thecut.com/article/poke-pr-holifrog-emily-parr-skin-care.html,How This Beauty Founder and Publicist Gets Her Skin So Good,Daise Bedolla,The Cut,6329853,SkinCeuticals
3/23/2020,https://www.allure.com/gallery/best-sheet-masks-for-every-budget,The Best Sheet Masks for Every Budget,,Allure Magazine,7809330,SkinCeuticals
3/21/2020,https://www.wellandgood.com/good-looks/what-is-malic-acid/,Estheticians approve of malic acid as an ultra-gentle way to exfoliate skin,"by Shani Hillian, March 21, 2020",Well+Good,3757051,SkinCeuticals
3/20/2020,https://www.byrdie.com/best-cellulite-creams-4800076,"There's No Magic Cure for Cellulite, But These Creams Definitely Help",Melanie Rud,Byrdie (USA),9971070,SkinCeuticals
3/17/2020,https://www.byrdie.com/birth-control-melasma-side-effects,Is Your Birth Control Causing Dark Spots?,,Byrdie (USA),9971070,SkinCeuticals
3/17/2020,https://www.harpersbazaar.com/beauty/skin-care/g31456748/best-reef-safe-sunscreen/,The Best Reef-Safe Sunscreen Formulas to Slather on This Summer,Lindy Segal,Harper's Bazaar,13125852,SkinCeuticals
3/11/2020,https://www.byrdie.com/jojoba-oil-for-skin-4783234,Here's Why Jojoba Oil Is One of the Most Beloved Skincare Oils,,Byrdie (USA),9971070,SkinCeuticals
3/9/2020,https://www.realsimple.com/beauty-fashion/skincare/spring-beauty-routine,4 Ways to Spring Clean Your Skincare Routine,Melanie Rud,Real Simple,6109879,SkinCeuticals
3/6/2020,https://www.byrdie.com/home-remedies-for-dark-spots-4783153,How to Fade Dark Spots With Ingredients You Already Have in Your Kitchen,,Byrdie (USA),9971070,"SkinCeuticals, Skinbetter Science"
3/5/2020,https://coveteur.com/2020/03/05/spring-skin-repair-tips/,How Beauty Insiders Rehab Dry Winter Skin,Hannah Baxter,The Coveteur,250464,SkinCeuticals
3/4/2020,https://www.byrdie.com/karolina-kurkova-gryph-ivyrose-interview-4798800,Karolina Kurkova Tells Us Her Wellness Secrets (and the Korean Skincare Brand She Loves),,Byrdie (USA),9971070,SkinCeuticals
3/4/2020,https://www.wellandgood.com/good-looks/skincare-products-worth-the-splurge/,8 of the most name-dropped skin-care products that are worth the splurge,"by Rachel Lapidos, March 4, 2020",Well+Good,3757051,SkinCeuticals
3/3/2020,https://www.thecut.com/article/the-buff-jasmine-garnsworthy-skin-care-routine.html,How This Digital Comms Specialist Gets Her Skin So Good,Daise Bedolla,The Cut,6784406,SkinCeuticals
2/29/2020,https://www.allure.com/gallery/allure-most-sold-beauty-products,The 16 Most-Popular Products Sold on Allure This Month,,Allure Magazine,8385822,SkinCeuticals
2/28/2020,https://www.byrdie.com/menopause-skincare-4797851,We Need to Be Talking More About Skincare During Menopause,,Byrdie (USA),8634372,SkinCeuticals
2/26/2020,https://www.self.com/story/hydrating-skin-care-ingredients,"7 Skin-Care Ingredients That Will Actually Help Moisturize Dry, Dull Skin",By Sarah Jacoby,Self.com,7351012,SkinCeuticals
2/25/2020,https://www.realsimple.com/beauty-fashion/skincare/how-to-recover-tired-skin,8 Ways to Revive Tired Skin After a Bad Night’s Sleep,Lindsay Tigar,Real Simple,7482376,SkinCeuticals
2/25/2020,https://www.allure.com/gallery/best-keratosis-pilaris-treatments-skin-care-products,"The Best Exfoliating Lotions, Scrubs, and Cleansers for Treating Keratosis Pilaris",,Allure Magazine,8385822,SkinCeuticals
2/25/2020,https://www.shape.com/lifestyle/beauty-style/do-face-masks-work,Do Face Masks *Actually* Do Anything for Your Skin?,"Mona Gohara, MD",Shape Magazine,6567342,"SkinCeuticals, Revision Skincare"
2/25/2020,https://www.oprahmag.com/beauty/skin-makeup/g31080909/best-serums-for-acne/,10 Best Acne Serums Dermatologists Say Really Work,Brigitt Earley,The Oprah Magazine,5711333,SkinCeuticals
2/24/2020,https://www.wellandgood.com/good-looks/tranexamic-acid-for-skin/,"This buzzy skin ingredient is like a brightening, discoloration-fighting laser in a bottle","by Zoe Weiner, February 24, 2020",Well+Good,3953190,SkinCeuticals
2/24/2020,https://stylecaster.com/beauty/acne-scar-products/,"According to Reviews, These Acne Scar Removal Products are the Real Deal",Nikki Brown,StyleCaster,4277751,SkinCeuticals
2/24/2020,https://www.harpersbazaar.com/beauty/skin-care/g25939407/best-retinol-creams/,The 11 Best Retinol Creams You Can Get Right Now,Harper's Bazaar Staff,Harper's Bazaar,13340278,SkinCeuticals
2/21/2020,https://www.byrdie.com/kojic-acid-for-skin-4782187,Dermatologists Love Kojic Acid for Preventing Dark Spots,,Byrdie (USA),8634372,SkinCeuticals
2/21/2020,https://www.byrdie.com/best-retinol-for-sensitive-skin-4796929,14 Retinols That Are Gentle Enough for Sensitive Skin,Syden Abrenica,Byrdie (USA),8634372,SkinCeuticals
2/21/2020,https://www.thecut.com/2020/02/the-brand-president-of-kiehls-is-also-its-biggest-fan.html,Skin-Care Wisdom from the Head of Kiehl’s,Jane Larkworthy,The Cut,6784406,"SkinCeuticals, Revision Skincare"
2/21/2020,https://www.allure.com/story/dermatologists-skin-care-products-budget-cost,3 Dermatologists Share How They Spend Their Money on Skin Care,,Allure Magazine,8385822,SkinCeuticals
2/14/2020,https://www.realsimple.com/beauty-fashion/skincare/best-skincare-brands,6 Skincare Brands This Beauty Editor Swears By,Hana Hong,Real Simple,7482376,SkinCeuticals
